 그걸 먹은 페릿은 다신 식량을 훔치러 오지 않을 걸요?{nl}일단 오염된 붉은 물을 떠다주세요.{nl}오염된 붉은 물은 마을 구석에 있는 오래된 우물에서 뜰 수 있어요.	마을 주민
QUEST_UNUSED_20151022_001252		오염된 붉은 물은 저 아래 낡은 우물에서 뜰 수 있어요.{nl}오염된 붉은 물로 페릿이 훔쳐간 식량을 오염시켜주세요.{nl}아 특히 육포를 꼭 오염시켜 주세요. 페릿은 육포를 좋아한답니다.				마을 주민
QUEST_UNUSED_20151022_001268		몽롱초는 저 아래에서 자라고 있어요.{nl}향을 만들 준비를 하고 있을테니 몽롱초를 좀 구해다주시겠어요?				드루이드 레야
QUEST_UNUSED_20151022_001272		구원자여.. 저는 운명의 여신, 라이마입니다.{nl}제 의지의 화신인 소녀를 잘 따라와주셨습니다.{nl}이 숲에는 제 자매인 여신 라다가 흉폭한 마군주 자우라에게 납치되어 있습니다.{nl}자우라는 여신 라다의 생명력으로 크루비나라는 사악한 물건을 만들고 있습니다.{nl}				여신의 보주
QUEST_UNUSED_20151022_001273		세이르 숲에 붙잡혀 있는 라다 여신을 구하고 크루비나를 만들고 있는 마족의 계획을 막아주세요.{nl}이 숲에 드리운 재앙을 걷어낼 수 있는 사람은 구원자인 당신 뿐입니다.{nl}이 보주를 챙겨가세요. 반드시 도움이 될 것 입니다.				여신의 보주
아마 페릿 부족과 자연스럽게 대화도 가능할겁니다. {nl}페릿 부족과 대화해서 페릿이 마족 편에 동조하고 있는 이유를 알아봐 주세요.	드루이드 베네스
하지만 당장 페릿을 어떻게 할 수가 없으니 쫓아내기라도 해야겠어요.{nl}저에게 페릿들이 싫어하는 지독한 향이 있어요.{nl}모닥불을 피워두고 지독한 향을 태우면 페릿들이 냄새를 맡고 도망갈겁니다.{nl}사람한테도 조금.. 고약한 냄새지만 참고 부탁드리겠습니다..	드루이드 베네스
QUEST_UNUSED_20151022_001286		라이마는 이 숲에 저조차도 막을 수 없는 재앙이 닥쳐올 거라고 예지했습니다.{nl}그리고 자신이 남겨놓은 보주를 가지고 온 구원자만이 이 숲의 재앙을 해결할 수 있다고 했죠.{nl}모든 것이 라이마의 예지대로 흘러가는 군요.				여신 라다
QUEST_UNUSED_20151022_001296		크루비나의 완성을 막은 것만으로도 큰 일을 해주신 겁니다.{nl}그리고 아마 제 자매인 라이마는 주시자의 개입 조차도 내다봤을 겁니다.				여신 라다
QUEST_UNUSED_20151022_001304		지나 그린				
QUEST_UNUSED_20151022_001308		드루이드 마스터님께서 직접 주문서를 써주셨다구요?{nl}그러니까 그 주문서에 그려진 게 정화의 마법진이라는 소리군요!{nl}이거 기대 이상의 수확인데요? 감사합니다!				마을 사제
QUEST_UNUSED_20151022_001312		지금도 크루비나는 조금씩 완성되고 있습니다.{nl}서둘러야 해요.				여신 라다
QUEST_UNUSED_20151022_001313		생명력 흡수 장치를 파괴하면 더 이상 제 생명력이 크루비나로 전해지지 않을 거에요.				여신 라다
QUEST_UNUSED_20151022_001314		이제 조금만 더 하면 됩니다.{nl}힘을 내세요. 구원자여.				여신 라다
QUEST_UNUSED_20151022_001315		마족이 더럽힌 대지를 꼭 정화해주세요.				지나 그린
QUEST_UNUSED_20151022_001316		구속 장치가 미약하게나마 남아있는 제 힘을 모두 억눌러 저를 구속하고 있습니다.{nl}구속 장치 자체는 강한 장치가 아니기 때문에 당신의 힘으로도 충분히 파괴할 수 있을 거에요.				여신 라다
QUEST_UNUSED_20151022_001317		잘해주셨습니다.{nl}구속 장치에 갇혀있던 힘이 조금이나마 돌아왔습니다.{nl}이제 생명력 흡수 장치를 파괴해야합니다.				여신 라다
QUEST_UNUSED_20151022_001318		생명력 흡수 장치는 마법진으로 제 생명력을 흡수하고 있습니다.{nl}순수한 여신의 생명력만을 흡수하도록 만들어져 있기 때문에 다른 생명력이 흡수되면 작동을 멈출거에요.{nl}특히 저의 생명력과 반대되는 마족의 혈액을 섞는다면 더 강력한 반발력이 생길 겁니다.				여신 라다
QUEST_UNUSED_20151022_001319		역시 라이마가 준비한 구원자답습니다.{nl}이제 크루비나 제어 장치만 남았습니다.{nl}				여신 라다
QUEST_UNUSED_20151022_001320		크루비나 제어 장치는 여신의 생명력을 모아뒀다가 크루비나로 일정량씩 보내서{nl}크루비나 생성을 제어하는 장치입니다.{nl}마족의 마력으로 움직이고 있기 때문에 당신이 가지고 있는 여신의 보주를 사용하면{nl}마력 과부하를 일으켜 제어 장치가 작동을 멈출 겁니다.				여신 라다
QUEST_UNUSED_20151022_001321		페디미안은 근처에 대성당이 있어서 종교적으로 크게 부흥했던 대도시에요.{nl}페디미안 역시 신수의 날을 피해가진 못했지만 그 곳에 생존자들이 뭉쳐서{nl}페디미안을 복구하려는 움직임이 있다고 해요.				마을 사제
QUEST_UNUSED_20151022_001322		소녀는 신비하게 빛나는 묘목을 지켜보고 있다.				소녀
QUEST_UNUSED_20151022_001331		드디어 새겨진 글귀를 읽을 수 있을 것 같습니다!	QUEST_UNUSED_20151001_000582		글귀를 읽을 수 있는 상태가 되었습니다!	
QUEST_UNUSED_20151022_001333		별로 관심 없다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001335		도망가자	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001336		이만 물러난다				
QUEST_UNUSED_20151022_001337		여기까지 했으니 사과는 충분하다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001338		끝날 때 까지 기다린다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001339		알비나스 조사를 돕겠다고 한다	QUEST_LV_0100_20150317_003015	I'll get it. 	구해 오겠다고 한다	
QUEST_UNUSED_20151022_001340		알아오겠다고 한다	QUEST_LV_0100_20150317_002378	Alright	알겠다고 한다	
QUEST_UNUSED_20151022_001341		그냥 결과를 기다리자고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001343		이 일에서 손을 떼겠다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001345		일단 생각할 시간을 갖자고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001346		흔쾌히 전해 주겠다고 한다	QUEST_LV_0100_20150317_003256	I will go	가 보겠다고 한다	
QUEST_UNUSED_20151022_001347		이만 헤어져야 할 것 같다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001348		몰래 돕겠다고 한다	QUEST_LV_0100_20150317_003178	I'll help	도와 주겠다고 한다	
QUEST_UNUSED_20151022_001349		레오폴다스가 도와주래서 왔다고 한다	QUEST_LV_0100_20150317_003391	I'll bring it 	가져오겠다고 한다	
QUEST_UNUSED_20151022_001351		그것까진 무리일 것 같다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001353		그런 건 거절하겠다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001354		무시하고 갈 길 간다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001356		도와주러 간다				
QUEST_UNUSED_20151022_001357		도와주지 않는다				
QUEST_UNUSED_20151022_001358		물약을 먹인다				
QUEST_UNUSED_20151022_001359		다른 방법을 강구한다				
QUEST_UNUSED_20151022_001360		행상인을 찾는다				
QUEST_UNUSED_20151022_001361		행상인을 찾지 않는다				
QUEST_UNUSED_20151022_001362		행상인의 체취 맡게 해 행상인을 찾으세요				
QUEST_UNUSED_20151022_001363		로제에게 돌아가라고 한다				
QUEST_UNUSED_20151022_001364		찾으러 간다				
QUEST_UNUSED_20151022_001365		처치하러 간다				
QUEST_UNUSED_20151022_001366		나중에 오겠다고 한다				
QUEST_UNUSED_20151022_001367		약초를 구하러 간다				
QUEST_UNUSED_20151022_001368		얼른 마을로 돌아가라고 한다				
QUEST_UNUSED_20151022_001369		클레릭 서브 마스터에게 가본다				
QUEST_UNUSED_20151022_001370		마을로 얼른 돌아가라고 한다				
QUEST_UNUSED_20151022_001371		약초꾼 테일스의 증상을 알리는 중				
QUEST_UNUSED_20151022_001372		약초꾼 테일스에게 간다				
QUEST_UNUSED_20151022_001373		직접 전달하라고 한다				
QUEST_UNUSED_20151022_001374		주변을 수색한다				
QUEST_UNUSED_20151022_001375		그냥 가자고 한다				
QUEST_UNUSED_20151022_001376		마족의 근거지를 수색하러 간다				
QUEST_UNUSED_20151022_001377		로제에게 돌아가세요				
QUEST_UNUSED_20151022_001378		장치의 동력원 제거하러 간다				
QUEST_UNUSED_20151022_001379		덫을 풀어준다				
QUEST_UNUSED_20151022_001380		급한 일이 있다고 한다				
QUEST_UNUSED_20151022_001381		덫 풀어주기				
QUEST_UNUSED_20151022_001382		마법진을 파괴하러 간다				
QUEST_UNUSED_20151022_001383		솥의 보호막이 사라졌습니다. 솥을 제거하세요				
QUEST_UNUSED_20151022_001384		상자를 불태우겠다고 한다				
QUEST_UNUSED_20151022_001385		설명을 듣는다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001386		그럴필요 없다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001387		알려줘서 고맙다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001388		지금은 힘들다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001389		좀 더 생각해보겠다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001390		그를 찾겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001391		주변에 볼일이 있다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001392		직접하라고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001393		나중에 해본다고 한다				
QUEST_UNUSED_20151022_001394		찾아보겠닥 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001395		찾기 힘들거라고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001396		들리겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001397		헛수고라고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001398		만나러 가겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001399		할일이 있다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001400		바로 구하러 가겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001401		준비가 덜 됐다고 한다				
QUEST_UNUSED_20151022_001402		찾기 힘들 것 같다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001403		소용없다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001404		해체하겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001405		더 안전한 곳을 찾아보라고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001406		수집해오겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001407		지나친 생각이라고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001408		찾아주겠다고 한다				
QUEST_UNUSED_20151022_001409		보고하고 오겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001410		잘 쓰겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001411		곧 따라가겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001412		안에서 보자고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001413		해체해보겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001414		확인해 본다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001415		주변을 더 살펴 본다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001416		찾아가겠다고 한다				
QUEST_UNUSED_20151022_001417		충분히 모아오겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001418		바로 따라가겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001419		바로 가보겠다고 한다				
QUEST_UNUSED_20151022_001420		준비가 부족하다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001421		찾아가 보겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001422		먼저 해야할 일이 있다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001423		어처구니없다고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001424		없애고 온다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001425		바로 가겠다고 한다	QUEST_LV_0100_20150317_002398	Accept	수락	
QUEST_UNUSED_20151022_001426		할 일이 남았다고 한다				
QUEST_UNUSED_20151022_001427		시간낭비라고 한다	QUEST_LV_0100_20150317_002379	Cancel	종료	
QUEST_UNUSED_20151022_001428		소드맨으로서의 자질[소드맨 전직]				
QUEST_UNUSED_20151022_001429		당연히 더 강해지고 싶다고 한다				
QUEST_UNUSED_20151022_001430		이 정도 능력이면 충분하다고 한다				
QUEST_UNUSED_20151022_001431		양손검의 가능성[하이랜더 전직](1)				
QUEST_UNUSED_20151022_001432		어떤 시험이든 통과할 자신이 있다고 한다				
QUEST_UNUSED_20151022_001433		귀찮은 일이라면 그만두겠다고 한다				
QUEST_UNUSED_20151022_001434		양손검의 가능성[하이랜더 전직](2)				
QUEST_UNUSED_20151022_001435		다음 과제는 어떤 것이냐고 묻는다				
QUEST_UNUSED_20151022_001436		이쯤에서 그만 두겠다고 한다				
QUEST_UNUSED_20151022_001437		전우의 탄생과정[펠타스타 전직]				
QUEST_UNUSED_20151022_001438		물론 그렇다고 한다				
QUEST_UNUSED_20151022_001439		딱히 신경쓰지 않는다고 한다				
QUEST_UNUSED_20151022_001440		숭고한 사명을 위해[클레릭 전직]				
QUEST_UNUSED_20151022_001441		다른 중요한 일이 있다고 한다				
